batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on,time_unavailable
4.0.0,0.000000,1295229.295003,4720.682800,144373.184602,134448.193002,15.579738,18821.272318,16194.290285,38400,0,2282,2282,0,0,2282,0,1.794815,244.178714,1.000000,31103410607.998985,18461120219.363907,0.000000,0.000000,0.000000,0.000000
