batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on,time_unavailable
4.0.0,0.000000,3874.004000,962.501000,3861.001800,3846.004000,31.951803,513.421168,124.066329,38400,0,31,29,0,2,29,0,0.306862,4.403507,0.935484,28560870.000000,113638320.825468,0.000000,0.000000,0.000000,0.000000
