batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on,time_unavailable
4.0.0,0.000000,1318247.024400,29792.337069,209423.012800,158358.012800,46.082336,10214.849052,4067.704437,38400,0,975,975,0,0,975,0,0.965004,84.736725,1.000000,31095869015.999249,18433158474.209827,0.000000,0.000000,0.000000,0.000000
