batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on,time_unavailable
4.0.0,0.000000,1269634.004000,11676.546001,103059.007201,45456.007200,36.286058,1744.695103,1002.553016,38400,0,99826,99826,0,0,99826,0,60.535659,3708.420149,1.000000,34773532531.202332,12947341162.577412,0.000000,0.000000,0.000000,0.000000
