batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on,time_unavailable
4.0.0,0.000000,1265791.002400,2107.028101,42842.634010,39241.634010,5.528202,1326.549042,625.510390,38400,0,105686,105686,0,0,105686,0,74.261567,4069.621332,1.000000,34780658011.180832,13142917737.806961,0.000000,0.000000,0.000000,0.000000
