batsim_version,consumed_joules,makespan,max_slowdown,max_turnaround_time,max_waiting_time,mean_slowdown,mean_turnaround_time,mean_waiting_time,nb_computing_machines,nb_grouped_switches,nb_jobs,nb_jobs_finished,nb_jobs_killed,nb_jobs_rejected,nb_jobs_success,nb_machine_switches,scheduling_time,simulation_time,success_rate,time_computing,time_idle,time_sleeping,time_switching_off,time_switching_on,time_unavailable
4.0.0,0.000000,1272456.002400,17.307812,63124.001800,36338.004000,1.509614,2374.367910,125.121776,1152,0,776,776,0,0,776,0,0.201796,0.675482,1.000000,288005856.000039,1053086810.694383,0.000000,0.000000,0.000000,0.000000
