time,nb_sleeping,nb_switching_on,nb_switching_off,nb_idle,nb_computing
184786,0,0,0,4,236
185071,0,0,0,5,235
185222,0,0,0,6,234
185411,0,0,0,7,233
185412,0,0,0,6,234
185425,0,0,0,5,235
185435,0,0,0,4,236
185445,0,0,0,3,237
185455,0,0,0,2,238
185456,0,0,0,26,214
185456,0,0,0,8,232
186010,0,0,0,9,231
186232,0,0,0,17,223
186837,0,0,0,1,239
186906,0,0,0,17,223
187164,0,0,0,11,229
188557,0,0,0,29,211
188557,0,0,0,11,229
191286,0,0,0,17,223
191286,0,0,0,1,239
191595,0,0,0,19,221
191626,0,0,0,20,220
191638,0,0,0,36,204
191638,0,0,0,0,240
192148,0,0,0,1,239
192343,0,0,0,2,238
192343,0,0,0,0,240
192558,0,0,0,1,239
192558,0,0,0,0,240
192913,0,0,0,1,239
192913,0,0,0,0,240
199138,0,0,0,36,204
199138,0,0,0,0,240
199931,0,0,0,1,239
199931,0,0,0,0,240
200252,0,0,0,1,239
200252,0,0,0,0,240
201190,0,0,0,16,224
201190,0,0,0,15,225
201190,0,0,0,9,231
201190,0,0,0,8,232
204152,0,0,0,0,240
204546,0,0,0,2,238
204601,0,0,0,10,230
206585,0,0,0,11,229
206974,0,0,0,13,227
206988,0,0,0,14,226
207794,0,0,0,15,225
208391,0,0,0,21,219
208391,0,0,0,3,237
208776,0,0,0,4,236
210579,0,0,0,40,200
210579,0,0,0,4,236
211388,0,0,0,22,218
211388,0,0,0,6,234
211647,0,0,0,22,218
211647,0,0,0,14,226
212931,0,0,0,22,218
212931,0,0,0,6,234
213650,0,0,0,42,198
213650,0,0,0,6,234
214350,0,0,0,42,198
214350,0,0,0,6,234
214678,0,0,0,42,198
214678,0,0,0,6,234
214721,0,0,0,22,218
214721,0,0,0,6,234
214919,0,0,0,5,235
214929,0,0,0,4,236
214939,0,0,0,3,237
214949,0,0,0,2,238
214959,0,0,0,1,239
214969,0,0,0,0,240
222518,0,0,0,36,204
222518,0,0,0,0,240
224393,0,0,0,1,239
224393,0,0,0,0,240
225087,0,0,0,1,239
225087,0,0,0,0,240
225101,0,0,0,1,239
225101,0,0,0,0,240
225237,0,0,0,16,224
225237,0,0,0,15,225
225237,0,0,0,14,226
225237,0,0,0,13,227
225237,0,0,0,12,228
225237,0,0,0,11,229
225237,0,0,0,10,230
225237,0,0,0,9,231
225237,0,0,0,8,232
225237,0,0,0,7,233
225237,0,0,0,6,234
225237,0,0,0,5,235
225237,0,0,0,4,236
225237,0,0,0,3,237
225237,0,0,0,2,238
225237,0,0,0,1,239
225237,0,0,0,0,240
225443,0,0,0,1,239
225443,0,0,0,0,240
225625,0,0,0,1,239
225625,0,0,0,0,240
225656,0,0,0,1,239
225656,0,0,0,0,240
230146,0,0,0,36,204
230146,0,0,0,0,240
233053,0,0,0,1,239
233053,0,0,0,0,240
234611,0,0,0,1,239
234611,0,0,0,0,240
235087,0,0,0,1,239
235087,0,0,0,0,240
235239,0,0,0,1,239
235239,0,0,0,0,240
235300,0,0,0,1,239
235300,0,0,0,0,240
235344,0,0,0,1,239
235344,0,0,0,0,240
235559,0,0,0,1,239
235559,0,0,0,0,240
235827,0,0,0,1,239
235827,0,0,0,0,240
235904,0,0,0,1,239
235904,0,0,0,0,240
236249,0,0,0,1,239
236249,0,0,0,0,240
236302,0,0,0,1,239
236302,0,0,0,0,240
236494,0,0,0,1,239
236494,0,0,0,0,240
236532,0,0,0,1,239
236532,0,0,0,0,240
236556,0,0,0,1,239
236663,0,0,0,2,238
236715,0,0,0,3,237
236802,0,0,0,4,236
236826,0,0,0,5,235
236905,0,0,0,6,234
237062,0,0,0,7,233
237092,0,0,0,8,232
237092,0,0,0,0,240
237156,0,0,0,8,232
237156,0,0,0,0,240
237170,0,0,0,8,232
237170,0,0,0,0,240
237192,0,0,0,8,232
237192,0,0,0,0,240
237303,0,0,0,8,232
237303,0,0,0,7,233
237303,0,0,0,6,234
237303,0,0,0,5,235
237303,0,0,0,4,236
237303,0,0,0,3,237
237643,0,0,0,4,236
241565,0,0,0,40,200
241565,0,0,0,4,236
241581,0,0,0,40,200
241581,0,0,0,4,236
243440,0,0,0,5,235
243630,0,0,0,6,234
244161,0,0,0,5,235
244171,0,0,0,4,236
244181,0,0,0,3,237
244191,0,0,0,2,238
244201,0,0,0,1,239
244254,0,0,0,2,238
244482,0,0,0,38,202
244482,0,0,0,6,234
245217,0,0,0,42,198
245217,0,0,0,24,216
245217,0,0,0,16,224
245217,0,0,0,8,232
245497,0,0,0,9,231
245748,0,0,0,45,195
245748,0,0,0,13,227
245748,0,0,0,11,229
245748,0,0,0,7,233
245748,0,0,0,3,237
245754,0,0,0,7,233
245754,0,0,0,3,237
245777,0,0,0,4,236
245904,0,0,0,5,235
245941,0,0,0,37,203
245941,0,0,0,1,239
245956,0,0,0,2,238
246119,0,0,0,3,237
246262,0,0,0,4,236
246306,0,0,0,5,235
246418,0,0,0,13,227
246499,0,0,0,14,226
246499,0,0,0,0,240
246904,0,0,0,1,239
246912,0,0,0,2,238
247403,0,0,0,3,237
247465,0,0,0,4,236
247473,0,0,0,5,235
247691,0,0,0,6,234
247738,0,0,0,7,233
248083,0,0,0,39,201
248083,0,0,0,31,209
248083,0,0,0,15,225
249634,0,0,0,7,233
250350,0,0,0,15,225
251213,0,0,0,14,226
251223,0,0,0,13,227
251233,0,0,0,12,228
251245,0,0,0,11,229
251255,0,0,0,10,230
253231,0,0,0,46,194
253231,0,0,0,30,210
253317,0,0,0,31,209
253554,0,0,0,47,193
254344,0,0,0,48,192
254498,0,0,0,49,191
255834,0,0,0,50,190
256186,0,0,0,51,189
258267,0,0,0,50,190
258280,0,0,0,49,191
258290,0,0,0,48,192
258300,0,0,0,47,193
258310,0,0,0,46,194
259100,0,0,0,60,180
259452,0,0,0,76,164
259778,0,0,0,77,163
259787,0,0,0,78,162
261038,0,0,0,114,126
261399,0,0,0,115,125
261432,0,0,0,116,124
261573,0,0,0,84,156
261768,0,0,0,116,124
262001,0,0,0,117,123
262285,0,0,0,85,155
262586,0,0,0,117,123
263544,0,0,0,85,155
263674,0,0,0,117,123
264342,0,0,0,85,155
264643,0,0,0,117,123
265321,0,0,0,116,124
265332,0,0,0,115,125
265342,0,0,0,114,126
265352,0,0,0,113,127
265364,0,0,0,112,128
266214,0,0,0,114,126
267299,0,0,0,98,142
267468,0,0,0,90,150
267763,0,0,0,106,134
267819,0,0,0,114,126
268147,0,0,0,115,125
268966,0,0,0,116,124
269399,0,0,0,134,106
269580,0,0,0,135,105
269627,0,0,0,136,104
271672,0,0,0,137,103
272221,0,0,0,173,67
274226,0,0,0,172,68
274266,0,0,0,171,69
274309,0,0,0,170,70
274370,0,0,0,169,71
274446,0,0,0,168,72
274477,0,0,0,167,73
274527,0,0,0,166,74
274555,0,0,0,165,75
274642,0,0,0,164,76
274668,0,0,0,163,77
274699,0,0,0,164,76
274743,0,0,0,163,77
274847,0,0,0,162,78
274914,0,0,0,160,80
274943,0,0,0,158,82
274963,0,0,0,156,84
275008,0,0,0,157,83
276726,0,0,0,158,82
276914,0,0,0,159,81
277444,0,0,0,160,80
279564,0,0,0,144,96
279847,0,0,0,160,80
280759,0,0,0,154,86
280823,0,0,0,160,80
281162,0,0,0,154,86
281205,0,0,0,160,80
281281,0,0,0,154,86
281339,0,0,0,160,80
281644,0,0,0,96,144
281668,0,0,0,160,80
282226,0,0,0,154,86
282257,0,0,0,160,80
283025,0,0,0,154,86
283044,0,0,0,160,80
283163,0,0,0,154,86
283202,0,0,0,160,80
283363,0,0,0,154,86
283378,0,0,0,160,80
283572,0,0,0,154,86
283609,0,0,0,160,80
283972,0,0,0,154,86
283980,0,0,0,160,80
284358,0,0,0,154,86
284400,0,0,0,160,80
284612,0,0,0,154,86
284630,0,0,0,160,80
287011,0,0,0,154,86
287072,0,0,0,160,80
287750,0,0,0,154,86
287788,0,0,0,160,80
287826,0,0,0,168,72
288082,0,0,0,162,78
288101,0,0,0,168,72
288184,0,0,0,162,78
288222,0,0,0,168,72
288395,0,0,0,162,78
288432,0,0,0,168,72
288647,0,0,0,162,78
288709,0,0,0,168,72
288778,0,0,0,162,78
288783,0,0,0,168,72
288845,0,0,0,162,78
288861,0,0,0,168,72
288986,0,0,0,162,78
289022,0,0,0,168,72
289331,0,0,0,162,78
289348,0,0,0,168,72
289911,0,0,0,162,78
289927,0,0,0,168,72
290078,0,0,0,162,78
290096,0,0,0,168,72
290151,0,0,0,162,78
290166,0,0,0,168,72
290320,0,0,0,162,78
290380,0,0,0,168,72
290478,0,0,0,162,78
290489,0,0,0,168,72
290557,0,0,0,162,78
290595,0,0,0,168,72
290659,0,0,0,162,78
290694,0,0,0,168,72
291232,0,0,0,162,78
291295,0,0,0,168,72
291398,0,0,0,162,78
291403,0,0,0,168,72
295938,0,0,0,162,78
295989,0,0,0,168,72
297400,0,0,0,162,78
297447,0,0,0,168,72
297581,0,0,0,162,78
297617,0,0,0,168,72
297797,0,0,0,162,78
297844,0,0,0,168,72
297943,0,0,0,162,78
297977,0,0,0,168,72
298545,0,0,0,162,78
298607,0,0,0,168,72
298712,0,0,0,162,78
298749,0,0,0,168,72
300921,0,0,0,170,70
302131,0,0,0,172,68
303630,0,0,0,180,60
304253,0,0,0,182,58
305034,0,0,0,181,59
305044,0,0,0,180,60
305054,0,0,0,179,61
305064,0,0,0,178,62
305074,0,0,0,177,63
305084,0,0,0,176,64
305094,0,0,0,175,65
305104,0,0,0,174,66
305114,0,0,0,173,67
305124,0,0,0,172,68
305134,0,0,0,171,69
305144,0,0,0,170,70
305154,0,0,0,169,71
305164,0,0,0,168,72
305174,0,0,0,167,73
305184,0,0,0,166,74
305194,0,0,0,165,75
305204,0,0,0,164,76
305214,0,0,0,163,77
305225,0,0,0,162,78
305360,0,0,0,161,79
305370,0,0,0,160,80
305380,0,0,0,159,81
305390,0,0,0,158,82
305401,0,0,0,157,83
305580,0,0,0,153,87
312412,0,0,0,152,88
312422,0,0,0,151,89
312432,0,0,0,150,90
312443,0,0,0,149,91
312453,0,0,0,148,92
317112,0,0,0,152,88
319465,0,0,0,151,89
319478,0,0,0,150,90
319488,0,0,0,149,91
319498,0,0,0,148,92
319508,0,0,0,147,93
320301,0,0,0,148,92
320652,0,0,0,149,91
321463,0,0,0,143,97
321525,0,0,0,149,91
321635,0,0,0,150,90
321851,0,0,0,151,89
322076,0,0,0,152,88
322235,0,0,0,153,87
322266,0,0,0,154,86
322278,0,0,0,155,85
322282,0,0,0,156,84
322531,0,0,0,157,83
322610,0,0,0,158,82
322696,0,0,0,159,81
322875,0,0,0,160,80
322926,0,0,0,161,79
323013,0,0,0,162,78
323149,0,0,0,163,77
323163,0,0,0,164,76
323203,0,0,0,165,75
323277,0,0,0,166,74
